Ghazal/Nazm,Poet,Fran,Rekhta,Music,Others,PDFs,Date,Status
phir koī aayā dil-e-zār nahīñ koī nahīñ,Faiz Ahmed Faiz,,https://www.rekhta.org/nazms/tanhaaii-phir-koii-aayaa-dil-e-zaar-nahiin-koii-nahiin-faiz-ahmad-faiz-nazms?lang=ur  ,"- Faiz's recitation: https://www.youtube.com/watch?
time_continue=11&v=WHeafC0BeoU&feature=emb_logo

- Zia Mohyeddin's recitation: https://www.youtube.com/watch?time_continue=1&v=xn4cuvCO6Tk&feature=emb_logo

- Noor Jahan's recitation: https://www.youtube.com/watch?v=d_cG3dLJ_Bk
",,,"August 28, 2020",Added
is vaqt to yuuñ lagtā hai ab kuchh bhī nahīñ hai,Faiz Ahmed Faiz,,https://www.rekhta.org/nazms/is-vaqt-to-yuun-lagtaa-hai-faiz-ahmad-faiz-nazms?lang=ur,"'- Faiz's recitation of Is Waqt (timestamp: 9:13) at a Mushaira where Dr Gopi Chand Narang introduces him: https://youtu.be/ZJoBMV3DRAw?t=553

- Rubina Ashraf's recitation Is Waqt in classic PTV drama Kasak: https://www.youtube.com/watch?v=yk5KInixLm8
",,,"August 28, 2020",Added
bāno pichhle pahar aṣgẖar ke li’e rotī hai,Dabeer,,,,,"script_urdu_roman (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/rpWhcpmLBha8rMEkm0x2gw/AJkLlwGt8Na5L3dHIOjEdoPl9iGbFi3De6QX6UkCWKZ4BY5GX6aIrQmHR7HlywHyG5ZJ-0Ay-6jpe61Me0MgbsuNEHx1YYRC9aEzthdWtQgAYmY7p7SG5vZpzisCXO8WOxnHbuyIyGdELmAhToN2cfuncoseKFIyAfmLzlInx-OXEIh55XJdCkGNF7LG-O8-dBKZ5WU8rt8kOCQY_k4IaVrZnx5CucPym4DRj4820aZpbCGSm-Lpq45r2SJ2CH6CTyu9pKCm70HoHgcq9JiaibsiqEdhKKT5jgEhf6ge4Wydj7LPgXmpRe719SwMyi-s6Wr3f8fdSwzEj9ugpRhmeGqV1E4M_cN8zXiC2Fa94V1Z2lS_ISYSEtvFH2Iw8je8cgiSMEZATV2rkFz3KGhkaIO_-AZYPx57pzhKZlR6LjewaCnADj3mXxri2ZH9GwSGxYTtlEQx0E2GgvAxQS0Fuw/wyW3qQVzQzgdKfv9W8iEke3Q_if-M12QSK4LF6uIzjo),script_transliteration (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/xRobxkjqQ6LyHMUEdtjRkA/5CmUgPg0GPiz2qcSMGn0ORg4KPK5LuLoRa_eD4EQCBalv7HzXb0EyPLrtOkXWZfPbF08j34cYAQYVWotpjhGOPCKOOla1t51RpNgdVW2TnRJ-wcw3OraJyMDbCHH1i2GUHzK-1u8U04Q1uyRgFHaoHSbWN_1b1CNcQrZQ646cAukkVPWj0lX-1f8VlyeySt7CqF4G_WpunKE6elSBBr6doA4rIeDbo-ce1qxdbbm-pLTWlWZ7t4-pHfZamfvZ9T7hBMsuxF4yppMykAoNVUUEdb8c4pWvgUiLUhrRKAEmp6SjELxx9EfP5hTzXEUBqt-GHouOtsHqZgJGdZ6LLoqS7ou6ba9bh8P3XLs7KeaGT1Rj3AEGxDFthguWOVhtqZ_F7LOJ5_zh1zUF5ZbZtedyicEVPi6jatkOwGLsRyqDfCmU4DPJ2a97KLvn3kT0CPp2anZIuIToS7P14xRFvivHg/AldcEKbnm5FZcmCpJ2jaUBceuPkXtxL-Cwodst0HK3g)","September 4, 2020",Added
kyūñkar us but se rakhūñ jān ʿazīz,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/070/index_070.htm,,,,,"September 4, 2020",Added
vusʿat-e saʿī-e karam dekh kih sar-tā-sar-e ḳhāk,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/069/index_069.html,,,,,"September 4, 2020",Added
muzhdah ai żauq-e asīrī kih naz̤ar ātā hai,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/072/index_072.html,,,,,"September 18, 2020",Added
vo jis kī diid meñ lākhoñ masarrateñ pinhāñ,Faiz Ahmed Faiz,,https://www.rekhta.org/nazms/ek-rah-guzar-par-faiz-ahmad-faiz-nazms?lang=ur,"- Abida Parveen: https://www.youtube.com/watch?v=iKfcDuX79Qc
",,,"September 18, 2020",Added
kisī aur ġham meñ itnī ḳhalish-e-nihāñ nahīñ hai,Mustafa Zaidi,,https://www.rekhta.org/ghazals/kisii-aur-gam-men-itnii-khalish-e-nihaan-nahiin-hai-mustafa-zaidi-ghazals?lang=ur,"- Asad Amanat Ali Khan: https://www.youtube.com/watch?v=C9knUO_mmt8
",,,"September 25, 2020",Added
ruḳh-e nigār se hai soz-e jāvidānī-e shamʿa,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/075/index_075.html,,"- Asad Amanat Ali Khan: https://www.youtube.com/watch?v=qERdRrQ5xw4

",,,"September 25, 2020",Added
kyā kahūñ tum se maiñ kih kyā hai ʿishq,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/08c/0837/index_0837.html,,,,,"October 2, 2020",Added
log bahut pūchhā karte haiñ kyā kahye myāñ kyā hai ʿishq,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/14c/1417/index_1417.html,,,,,"October 2, 2020",Added
mihr-e qiyāmat chāhat āfat fitnah fasād balā hai ʿishq,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/16c/1658/index_1658.html,,,,,"October 2, 2020",Added
arẓ-o-samā meñ ʿishq hai sārī chāroñ or bharā hai ʿishq,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/16c/1659/index_1659.html,,,,,"October 2, 2020",Added
Kuchh Ishq Tha Kuchh Majburi Thi So Main Ne Jiwan War Diya,Obaidullah Aleem,,https://www.rekhta.org/ghazals/kuchh-ishq-thaa-kuchh-majbuurii-thii-so-main-ne-jiivan-vaar-diyaa-obaidullah-aleem-ghazals?,"'- Kuchh Ishq Tha by Farida Khanum https://www.youtube.com/watch?v=qN4vdIBtZ6I

- Kuchh Ishq Tha by Zaw Ali (Sajjad Ali's daughter) https://www.youtube.com/watch?v=NLvNPl1D3sk

- Kuchh Ishq Tha (recitation by Obaidullah Aleem) https://www.youtube.com/watch?v=FfEc6I222Uc
",,,"October 9, 2020",Added
Aziz Itna Hi Rakkho Ki Ji Sambhal Ja'e,Obaidullah Aleem,,https://www.rekhta.org/ghazals/aziiz-itnaa-hii-rakkho-ki-jii-sambhal-jaae-obaidullah-aleem-ghazals?,"'- Azeez Itna Hi Rakho by Runa Laila: https://www.youtube.com/watch?v=S0umutmEOwo

- Azeez Itna Hi Rakho by Ghulam Ali: https://www.youtube.com/watch?v=u8tsWji86TY

- Azeez Itna Hi Rakho (recitation by Obaidullah Aleem): https://www.youtube.com/watch?v=One-z5y3gUc
",,script_urdu_hindi (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/0g96IhuwU6z53w3DiHg49g/KKd0ciNDPNBZRPJhWPaA-GkCZ9mb25RA497pyH347fPvX70BbXHYLFgil6nK6TE56ZqTpBX5CgAMI2eLXl-abalUf-cRRAm6l8Ua7Y9BQROkxwBnGyAfDNwDbtaD9MmNjVIFE9Ir_KCTFaIUqmLdmSlgCSXfsGqheo22XsKlvSQhbOSfiXfqSHMSpljQHrGLko0K-BLA1O496Dy4kEiuWMj9UjOyFCT9A2n76zH_DPNmPWxaoMyY0iIVePwy7AMfjUzIcZm66Y39-CNjxSow8W6nH104-O4kvmyaKsJPi0GWvMafgDFW7YeoM6FQ9Aq771Q_YZftSqjKeRZ90fKvV8BYB28GNrLn___lZGrOSbc-TEvDZYsu16WWvdu-znYFZcWvF4hSsyO-BMagD72EI7F8vmXfhjOk9vfS4cDYrN_w2Rh0KNmWiQNZfovXC31RxpNaODkGNaMpIY07-NRfKA/4ZjrrgbQGwG485RiqDaocQPoViGWwyaXADQQEZ4CBts),"October 9, 2020",Added
kisī ke dast-e-ināyat ne kunj-e-zindāñ meñ ,Faiz Ahmed Faiz,,https://www.rekhta.org/nazms/ai-habiib-e-ambar-dast-faiz-ahmad-faiz-nazms?lang=ur,,,,"October 16, 2020",Added
zaḳhm par chhiṛkeñ kahāñ t̤iflān-e be-parvā namak,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/077/index_077.html,,,,,"October 16, 2020",Added
ek aurat ki hansi,Fahmida Riaz,,https://www.rekhta.org/nazms/ek-aurat-kii-hansii-pathriile-kohsaar-ke-gaate-chashmon-men-fahmida-riaz-nazms?lang=ur,,,,"October 23, 2020",Added
chadar aur chaar-diwari,Fahmida Riaz,,https://www.rekhta.org/nazms/chaadar-aur-chaar-diivaarii-huzuur-main-is-siyaah-chaadar-kaa-kyaa-karuungii-fahmida-riaz-nazms-3?sort=popularity-desc&lang=ur,,,,"October 23, 2020",Added
aah ko chaahiye ik umr asar hote tak,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/078/index_078.html,,"- Mehdi Hassan: https://www.youtube.com/watch?v=3Yz1hb3m1sU

- Begum Akhtar: https://www.youtube.com/watch?v=GOxxEH0CR04
",,,"October 23, 2020",Added
kaam ab koī na aa.egā bas ik dil ke sivā,Ali Sardar Jafri,,https://www.rekhta.org/ghazals/kaam-ab-koii-na-aaegaa-bas-ik-dil-ke-sivaa-ali-sardar-jafri-ghazals,,,,"October 30, 2020",Added
khule haiñ mashriq-o-maġhrib kī god meñ gulzār,Ali Sardar Jafri,,https://www.rekhta.org/ghazals/khule-hain-mashriq-o-magrib-kii-god-men-gulzaar-ali-sardar-jafri-ghazals,,,,"October 30, 2020",Added
hai kis qadar halaak-e-fareb-e vafaa-e-gul,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/080/index_080.html,,,,,"October 30, 2020",Added
mujh ko mere nasīb ne roz-e-azal se kyā diyā,Fani Badayuni,,https://rekhta.org/ghazals/mujh-ko-mire-nasiib-ne-roz-e-azal-se-kyaa-diyaa-fani-badayuni-ghazals?lang=Ur,,,,"November 6, 2020",Added
Gham nahiN hota hai aazaadoN ko besh az yak nafas,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/081/index_081.html,,,,,"November 6, 2020",Added
Gumbad-e-Minaii,Iqbal,http://www.columbia.edu/itc/mealac/pritchett/00urdu/iqbal/lalahesahra.html,https://www.rekhta.org/nazms/allama-iqbal-nazms-196?lang=ur,"- Mehdi Hassan: http://www.allamaiqbal.com/kulyatdata/audio/mehdi-hassan/338-%20Lala%20i%20sahra.mp3

- Zia Mohyeddin: http://www.allamaiqbal.com/kulyatdata/audio/zia/338-%20Lala%20i%20sahra.mp3

- Malika Pukhraj: https://www.youtube.com/watch?v=Uirlnsp2CkA&feature=youtu.be
",,,"November 13, 2020",Added
vuh firāq aur vuh viṣāl kahāñ,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/085/index_085.html,,,,,"November 13, 2020",Added
saaz ye kīna-sāz kyā jāneñ,Daagh Dehlvi,,https://www.rekhta.org/ghazals/saaz-ye-kiina-saaz-kyaa-jaanen-dagh-dehlvi-ghazals?lang=ur,"- Farida Khanum: https://www.youtube.com/watch?v=nGPLGQNl6u4

- Rahat Fateh Ali Khan: https://www.youtube.com/watch?v=xR7iZ92yyFA
",,,"November 20, 2020",Added
kisi ko de ke dil koi navaa-sanj-e fuGaaN kyuN ho,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/126/index_126.html,,"- Ghulam Ali: https://www.youtube.com/watch?v=xpZABscTWAU
",,,"November 20, 2020",Added
kyā hue bād-e-bayābāñ ke pukāre hue log,Aziz Hamid Madni,,https://www.rekhta.org/ghazals/kyaa-hue-baad-e-bayaabaan-ke-pukaare-hue-log-aziz-hamid-madni-ghazals-1?lang=ur,,,,"November 27, 2020",Added
kii vafaa ham se to Gair us ko jafaa kahte haiN,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/086/index_086.html,,"- Farida Khanum: https://www.youtube.com/watch?v=ZrM23PZGym4
",,,"November 27, 2020",Added
arz-o-samā kahāñ tirī vus.at ko pā sake,Mir Dard,,https://www.rekhta.org/ghazals/arz-o-samaa-kahaan-tirii-vusat-ko-paa-sake-khwaja-meer-dard-ghazals?lang=ur,"- Ustad Bakshi Salamat Qawwal: https://www.youtube.com/watch?v=AJU6D0MwkYg&feature=youtu.be
",,,"December 4, 2020",Added
ābrū kyā ḳhāk us gul kī kih gulshan meñ nahīñ,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/087/index_087.html,,,,,"December 4, 2020",Added
ḳhabar-e-tahayyur-e-ishq sun na junūñ rahā na parī rahī,Siraj Aurangabadi,,https://www.rekhta.org/ghazals/khabar-e-tahayyur-e-ishq-sun-na-junuun-rahaa-na-parii-rahii-siraj-aurangabadi-ghazals?lang=ur,"- Fareed Ayaz: https://www.youtube.com/watch?v=Bb5XaLXZ2iM
- Abida Parveen: https://www.youtube.com/watch?v=bqmgQRjaiOc
- Shaukat Ali:https://www.youtube.com/watch?v=Bb5XaLXZ2iM",,,"December 11, 2020",Added
ham par jafaa se tark-e-vafaa kaa gumaa;N nahii;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/091/index_091.html,,"- Mehdi Hassan: https://www.youtube.com/watch?v=ZD4i1GCjdqc
- Farida Khanum: https://www.youtube.com/watch?v=CjJ4TlbBTwk",,,"December 11, 2020",Added
yaar ko ham ne jā-ba-jā dekhā,Shah Niyaz Ahmad,,,"- Aziz Mian: https://youtu.be/itXYpQHywRI
- Abida Parveen: https://youtu.be/dhk_hvcOof4",,script_urdu (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/yNttCV2HX6ALLUtvy7fZ8g/7JaC9nBboNkkZLDtODwYK1PzTN9XeLArjMOOZ3cqzf6zjb0Ok3ZV2uPOsHfbTGKgOyW-tL2Rm7rWET8Z0MSpcons0Lrr-lEWeUlrnkIs7Mk4ZBeGCjV2i66DynwOEfDIwpnGDhxeclDAr8-MzQEd_mQtE5svR3G_dRRRpE3LQbYlGn0OyRr3RVNQKfoA_nqmOP0BX9WS5ABfChx8jpG-BBkTrI63IzdmbPnLaFMhRamVhRsGle-OU7WgIXnq9YAnPWEzm4ontEd8G6xKnN23yIsiyd5Q6Yc-XBR4fu9ZkgWG3QtRq8uL3JlzVVqrnH2FFqeh3-euOaJnVYc8VX5ZSez8fE_lyb5w-NcXgHoJ3JbXlHhbYmbso3Rm1cm-zCByiVybRcCVZwmWL9n_cwB1QAZ-gOp6cmV-emgs8bzA7Clkq9qLytDW-_hTU6h8-ieNwCdx-rQqx1_9ZKKD3igIpw/AoKNEmlNqLpTGSEdspFB0EEJSKR-fpqn1Vq1zXowD-w),"December 18, 2020",Added
ishq taa;siir se naumed nahii;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/095/index_095.html,,,,,"December 18, 2020",Added
Poshidah Poshidah,Qamar Jalalvi,,,- Sabri Qavvals: https://www.youtube.com/watch?v=ledO5LfdAqw,"- Hairat-e-Ishq by Jigar Muradabadi Musical Rendition by Bahauddin Qawwal: https://www.youtube.com/watch?v=t31ziKHHrJQ

- Christmas Qawwali video by a young group:  https://www.youtube.com/watch?v=zh2T2nxEx90

- Masih Qawwali by Nusrat Fateh Ali Khan: https://www.youtube.com/watch?v=iuJDK1ntoRo
",script_urdu_transliteration (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/Zg6NQzQnBEodhIJIdXaS3g/7KtkkSHJoMd3oEda2u5458MJFCW3HCpsWxGY8h13XLulnC-a5CAuUXiT0Hi6SerxUDOV5oKjCEP0VLzNNIKMBh8h5TN0wSKAlxuLtuCQU0Togr-PJQyLjGcG3Vvm7hk7g7_IvpJGiT3IWw-JuiL_WzA6-OQjF6ymGtDOZiiatweUH7M4lNZUW6YmdOtXcQ6jcbVLPK4eNiAbdJh-pZh58axl5S3TlmP-APnwOpGFQak8WB1QltgnbotYCXiy-HUV6U8imavczlR0mxuB351xTfpgLOm3OPozRzULd3P8LjCUuqIrMiWtkAU7dPGZDbPDJBFEGsPZm7CPPaSdvoHF6tLc2opT-6poGjxz_cjhT339L4TK7wuyez_7pVrD4XVmw0-23wXQWC0CZjEtmDEfQF4hrj11KLoqK52j0nLqzXlNOYOGYMNAkxfHKloVTYjXnIOmjg8eaOBw9TIlqjFSYA/r4dU9F6B7ivzwLvnD7dPZuWPie2Qvw4htUOwxACCNpQ),"December 25, 2020",Added
aage baḌhe na qissa-e-ishq-e-butāñ se ham,Altaf Hussain Hali,,https://www.rekhta.org/ghazals/aage-badhe-na-qissa-e-ishq-e-butaan-se-ham-altaf-hussain-hali-ghazals-3?lang=ur,- Mehdi Hasan: https://www.youtube.com/watch?v=fUGU-mXH8Z0,,,"January 1, 2021",Added
jahaa;N teraa naqsh-e qadam dekhte hai;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/096/index_096.html,,- Naheed Akhtar: https://www.youtube.com/watch?v=7qvNttlcPEo,,,"January 1, 2021",Added
Kabhi Ae Haqeeqat-e-Muntazar Nazar Aa Libas-e-Majaaz Mein,Iqbal,http://www.columbia.edu/itc/mealac/pritchett/00urdu/iqbal/kabhiay.html,,"- Fareed Ayaz: https://www.youtube.com/watch?v=PhWru5oRDME
- Nusrat: https://www.youtube.com/watch?v=cGf_j_vgXdw
- Lata: https://www.youtube.com/watch?v=iyNoPM6WFAg
- Abrar-ul-haq: https://www.youtube.com/watch?v=_lUYjpOn7wI
",,,"January 8, 2021",Added
dekh to dil ki jaañ se uThtā hai,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/04c/0472/index_0472.html,https://www.rekhta.org/ghazals/dekh-to-dil-ki-jaan-se-uthtaa-hai-mir-taqi-mir-ghazals?lang=ur,"- Mehdi Hasan: https://www.youtube.com/watch?v=cDlwBslErTk
- Naseem Chopra: https://www.youtube.com/watch?v=lrT95dsNC0w",- Ahmad Javaid on Mir: https://www.youtube.com/watch?v=cY6CVCMe-H4,srf_urdu_lit_history_1989.pdf (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/DKFU1c8Dd6mH6UV-GOCD4Q/5X57_C1Eit9C1156_mC8oIe35MJqIy6tXpxYjQZd7a7VtFbNIrpjDCIgHNKk9VHLE8wZIk8QhaFVvO8ZBg72yxzIUwvHI76EqeHGJV6rc14V-iWQG6NtUDBI79gx44atw3md5fZphF5zCi0ifBBg17EpdOiKVN5yQt1lN2DXtA8/jYDTT5Y1KJNUjtNTucMJZK3Eoof7Ez9GuPw4fDnsDr8),"January 8, 2021",Added
dekh lete hain ab us baam ko aate jate,Naseer Turabi,,https://www.rekhta.org/ghazals/dekh-lete-hain-ab-us-baam-ko-aate-jaate-naseer-turabi-ghazals?lang=ur,- Turabi Reciting: https://youtu.be/blN5-fp545A?t=1276,,script_urdu_hindi (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/GzWB4Igid9EGzfx6RxUu1w/OZAJWyRoFemhaKMs83OhvmXJv-aWuWpPnv9NhuZ_ytf_aKli-BC3zKI6LVOg_gwEKIKhn0nLE9XEGBjXpiXWlQrGOLBqAXCIuIDBSQBHvsIa0XV7yIGuSRcyuPtI0Akei0wYTx02jjuMQFXO6jGq-aKIl2ines13xjdgOsQ1NFApkkZae_uAcK-PYHdnM_FdPMkThJISlUNlOgNnsOsgvV51fZ399iXccdcNy4yY2XeM_o4vpMDeO9FOEQ9Hs2v_r0-rQUVckv6EvucGDtRxR7FBqvjEtVJsndFnLVSuYF40qJwRsMMou_OxiXjXNZ4HUTTwKWC2lFbmQG_cOal2kpMapEAyIdKbvAZFjnwjmI_aLu9w1pNyXwYKz0o9paHyfdyBK9oi6ACbK_4BfLiHOzEtE1_Vwh_zHfEvq__cCYlzRsmzoThyj5PwzCMyyNJLr0zXSHXTAeP2VG81dmutRQ/SSK3UDqWzCHZHkFfdnSL12lG-RZZInWsRPBA_kbXn3s),"January 15, 2021",Added
silsile toD gaya wo sabhi jate jate,Ahmad Faraz,,https://www.rekhta.org/ghazals/silsile-tod-gayaa-vo-sabhii-jaate-jaate-ahmad-faraz-ghazals?lang=ur,"- Faraz Reciting: https://www.youtube.com/watch?v=u-pqLlZ3B6o
- Noor Jehan: https://youtu.be/fp4kmvXoMsA?t=131",,,"January 15, 2021",Added
miltii hai xuu-e yaar se naar iltihaab me;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/097/index_097.html,,,,,"January 22, 2021",Added
laa.ī hayāt aa.e qazā le chalī chale,Mir Taqi Mir,,https://www.rekhta.org/ghazals/laaii-hayaat-aae-qazaa-le-chalii-chale-sheikh-ibrahim-zauq-ghazals?lang=ur,,,,"January 22, 2021",Added
miltī hai ḳhū-e yār se nār iltihāb meñ,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/097/index_097.html,,,,,"January 22, 2021",Added
laa.ī hayāt aa.e qazā le chalī chale,Zauq,,https://www.rekhta.org/ghazals/laaii-hayaat-aae-qazaa-le-chalii-chale-sheikh-ibrahim-zauq-ghazals?lang=ur,,,,"January 22, 2021",Added
ek chhoTā sā laḌkā thā maiñ jin dinoñ,Ibn-e-Insha,,https://www.rekhta.org/nazms/ek-ladkaa-ibn-e-insha-nazms?lang=ur,,,,"January 29, 2021",Added
kal ke liye kar aaj nah ;xissat sharaab me;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/098/index_098.html,,,,,"January 29, 2021",Added
log pūchheñge kyuuñ udaas ho tum,Ibn-e-Insha,,https://www.rekhta.org/nazms/log-puuchhenge-ibn-e-insha-nazms?lang=ur,,,,"January 29, 2021",Added
maiñ faqat chaltī rahī manzil ko sar us ne kiyā,Parveen Shakir,,https://www.rekhta.org/ghazals/main-faqat-chaltii-rahii-manzil-ko-sar-us-ne-kiyaa-parveen-shakir-ghazals?lang=ur,,,,"February 5, 2021",Added
kuchh to havā bhī sard thī kuchh thā tirā ḳhayāl bhī,Parveen Shakir,,https://www.rekhta.org/ghazals/kuchh-to-havaa-bhii-sard-thii-kuchh-thaa-tiraa-khayaal-bhii-parveen-shakir-ghazals?lang=ur,"- Read by Parveen Shakir: https://www.youtube.com/watch?v=jnzwTp0BSKg

- Nusrat Fateh Ali Khan: https://www.youtube.com/watch?v=dyzAiH5ihZE

- Ghulam Ali: https://www.youtube.com/watch?v=-uXcNTEVbdY

- Hina Nasarullah: https://www.youtube.com/watch?v=XtwsqYZNb-s
",,,"February 5, 2021",Added
kyā maiñ bhī pareshānī-e ḳhāt̤ir se qarīñ thā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0002/index_0002.html,,,,,"February 5, 2021",Added
yādoñ ke baaġh se vo harā-pan nahīñ gayā,Anwar Shuoor,,https://www.rekhta.org/couplets/yaadon-ke-baag-se-vo-haraa-pan-nahiin-gayaa-anwar-shuoor-ghazals?lang=ur,- Poet's Recitation: https://www.youtube.com/watch?v=Cmsco3fuTLk,,,"February 12, 2021",Added
kyā maiñ bhī pareshānī-e ḳhāt̤ir se qarīñ thā,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0002/index_0002.html,,,,,"February 12, 2021",Added
zaḳhm dabe to phir nayā tiir chalā diyā karo,Pirzada Qasim,,https://www.rekhta.org/ghazals/zakhm-dabe-to-phir-nayaa-tiir-chalaa-diyaa-karo-pirzada-qasim-ghazals?lang=ur,"- Poet in Tarannum: https://m.youtube.com/watch?v=-AAhRn3pfqw
- ","- Shakhsiyat with Pirzada Qasim: https://youtu.be/SIu4vNY7-V4
- Pirzada Qasim's Exclusive Interview: https://youtu.be/6TQiQ-iKx9s","script_urdu_hindi (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/wMP3pUAZ-0fHbfXG4S4XkA/qkByroL6qaB1byOBQr3izi7-97CqHTjFuyhILM6dhuwdGaVQjO0v4_dzbZl-sfYqoUzqTB3SfY9hlciROek6asaFL8M3U5TwFtshgtfg8yACioSjgJq7eHTA0eFcp-ENjZXKqa68qNg2xDrPXm3KjbKIj7FJSirjffZSkU6iRtG1fD3TqjuQxSH4n6gI0EmjcuQnifTPoiiDp_udkYy7XRHUf7eFY7W8tIpgb3YclnTJBsoVNJA6zycNxPUFL76Z5g6PThSVOOAQqd7cFK-MIqlR41Xr9bFXz69_HleA1lXWPRnxq0iEKU0WfX4jdd5CZ4s9QjxchWGecrmZqKvGW464_3Ufsd-DCXQE1FBNHckWK4SNNLs5IWan6J3hZZCRS6sMMCxiq1y3gjp5i_bn2TXdk3VsUbIWqf1vovtOAjwYRVBRnUoaff6YvD219N7v4QdpZPowIIZYJr9Mf4mH2A/kNZcBoxITe2GUlYNP8twwrDOSfArDQ4SjDj_Yqt_yv4),tn.jsp?f=001IIDBuZ3akJLERFMSSBN8nLDY4wFX5-DxsKElpdTotbx_L4i9HB3Q6MMu1bEEv_UTdHDmBjtzWFpw8t4ed-KN6QCmYseUGPrrI9vkVzPftxv-3Zy332PKD_ksWAm1tHyWMiNqNWz2mACyC8Bkl1G22LaBFsaJ61UrI4XM5uMTwePWO7-W1bF0fES8TDKroWKqMpPdp92DwKsWiA87aR9UUy52cDM5D3oicA5kQZ6fN-I=&c=Q... (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/dZyJk5Deqk8CrqGGZetYVw/UXCWYsCUp3CGZNXOg02cX96ccqfqgTOuCCqmax6kH5CDb8VY0nguxCSJOkxN3gX1Q3cq-Q55xEJsmv-QjtIxIl-tO3s3BzMZDK-sFgK2ekgSBTV2ZpN1AQ1SDrpyCX5oL9H89TsqRcUtpPx-eJP0DAe5Y-QcOsvx9IsnErMQ7_LVt-VQZ4O8jY7O4VK4o0W_-M-GroqwIYtgGS8iTHXJotJOXIuryfyZqrh0PzSfZl-xnfn0XWMdNdQRWp1ouv5oYw_mm7QIHNbdYYRJ6uCa3MItcdhd1LdxFJqNBva_KzNMyYVPbWFhIE638L0GTgpWY8MmSJrB1ktTSmkhZMcDdxCld94cnCYaZ-9om8dl9MxOEDFlgk8lcRZ1bzQixVmhiM6dvGZv0A34ugVs0T-Mu6b_Vv2uSRgLXw58qF3r7D4Nr9lAUdg9mp895VayXXXKFXAYKNLKlj092uLTTXdB9w/1SjDgxd-NVhI8Jqa1Y2MRVWLvcGgILxXuHGpf5FaELI)","February 19, 2021",Added
hairaa;N huu;N dil ko rouu;N kih pii;Tuu;N jigar ko mai;N,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/099/index_099.html,,"- CH Atma: https://www.youtube.com/watch?v=B-5aQtAzExM
- ",,,"February 19, 2021",Added
aa ki vābasta haiñ us husn kī yādeñ tujh se,Faiz Ahmed Faiz,,https://www.rekhta.org/nazms/raqiib-se-aa-ki-vaabasta-hain-us-husn-kii-yaaden-tujh-se-faiz-ahmad-faiz-nazms?lang=ur,"- Noor Jehan Unplugged: https://www.youtube.com/watch?v=VDCxSq78qMw&feature=youtu.be
- Noor Jehan Recorded: https://www.youtube.com/watch?v=9QubDBps6ec&feature=youtu.be",,,"February 26, 2021",Added
shab-e hijr me;N kam ta:zallum kiyaa,Mir Taqi Mir,http://www.columbia.edu/itc/mealac/pritchett/00garden/00c/0006/index_0006.html,,,,,"February 26, 2021",Added
